bridle	git@github.com:jeremylongshore/claude-code-plugins-plus-skills.git	git@github.com:vasic-digital/caf-bridle.git	git@gitlab.com:vasic-digital/caf-bridle.git
claude-code	git@github.com:anthropics/claude-code.git	git@github.com:vasic-digital/caf-claude-code.git	git@gitlab.com:vasic-digital/caf-claude-code.git
claude-squad	git@github.com:smtg-ai/claude-squad.git	git@github.com:vasic-digital/caf-claude-squad.git	git@gitlab.com:vasic-digital/caf-claude-squad.git
cli-agent	git@github.com:NathanGr33n/CLI_Tool.git	git@github.com:vasic-digital/caf-cli-agent.git	git@gitlab.com:vasic-digital/caf-cli-agent.git
codai	git@github.com:meysamhadeli/codai.git	git@github.com:vasic-digital/caf-codai.git	git@gitlab.com:vasic-digital/caf-codai.git
codename-goose	git@github.com:jgenerali/codename-goose.git	git@github.com:vasic-digital/caf-codename-goose.git	git@gitlab.com:vasic-digital/caf-codename-goose.git
codex-skills	git@github.com:openai/skills.git	git@github.com:vasic-digital/caf-codex-skills.git	git@gitlab.com:vasic-digital/caf-codex-skills.git
conduit	git@github.com:lostintangent/conduit-release.git	git@github.com:vasic-digital/caf-conduit.git	git@gitlab.com:vasic-digital/caf-conduit.git
copilot-cli	git@github.com:github/copilot-cli.git	git@github.com:vasic-digital/caf-copilot-cli.git	git@gitlab.com:vasic-digital/caf-copilot-cli.git
crush	git@github.com:charmbracelet/crush.git	git@github.com:vasic-digital/caf-crush.git	git@gitlab.com:vasic-digital/caf-crush.git
deepseek-cli	git@github.com:holasoymalva/deepseek-cli.git	git@github.com:vasic-digital/caf-deepseek-cli.git	git@gitlab.com:vasic-digital/caf-deepseek-cli.git
deepseek-cli-youkpan	git@github.com:youkpan/deepseek-cli.git	git@github.com:vasic-digital/caf-deepseek-cli-youkpan.git	git@gitlab.com:vasic-digital/caf-deepseek-cli-youkpan.git
fauxpilot	git@github.com:fauxpilot/fauxpilot.git	git@github.com:vasic-digital/caf-fauxpilot.git	git@gitlab.com:vasic-digital/caf-fauxpilot.git
agent-deck	git@github.com:asheshgoplani/agent-deck.git	git@github.com:vasic-digital/caf-agent-deck.git	git@gitlab.com:vasic-digital/caf-agent-deck.git
aiagent	git@github.com:Xiaoccer/AIAgent.git	git@github.com:vasic-digital/caf-aiagent.git	git@gitlab.com:vasic-digital/caf-aiagent.git
aichat	git@github.com:sigoden/aichat.git	git@github.com:vasic-digital/caf-aichat.git	git@gitlab.com:vasic-digital/caf-aichat.git
aichat-llm-functions	git@github.com:sigoden/llm-functions.git	git@github.com:vasic-digital/caf-aichat-llm-functions.git	git@gitlab.com:vasic-digital/caf-aichat-llm-functions.git
aider	git@github.com:Aider-AI/aider.git	git@github.com:vasic-digital/caf-aider.git	git@gitlab.com:vasic-digital/caf-aider.git
amazon-q	git@github.com:aws/amazon-q-developer-cli.git	git@github.com:vasic-digital/caf-amazon-q.git	git@gitlab.com:vasic-digital/caf-amazon-q.git
bridle	git@github.com:jeremylongshore/claude-code-plugins-plus-skills.git	git@github.com:vasic-digital/caf-bridle.git	git@gitlab.com:vasic-digital/caf-bridle.git
claude-code	git@github.com:anthropics/claude-code.git	git@github.com:vasic-digital/caf-claude-code.git	git@gitlab.com:vasic-digital/caf-claude-code.git
claude-squad	git@github.com:smtg-ai/claude-squad.git	git@github.com:vasic-digital/caf-claude-squad.git	git@gitlab.com:vasic-digital/caf-claude-squad.git
cli-agent	git@github.com:NathanGr33n/CLI_Tool.git	git@github.com:vasic-digital/caf-cli-agent.git	git@gitlab.com:vasic-digital/caf-cli-agent.git
codai	git@github.com:meysamhadeli/codai.git	git@github.com:vasic-digital/caf-codai.git	git@gitlab.com:vasic-digital/caf-codai.git
codename-goose	git@github.com:jgenerali/codename-goose.git	git@github.com:vasic-digital/caf-codename-goose.git	git@gitlab.com:vasic-digital/caf-codename-goose.git
codex-skills	git@github.com:openai/skills.git	git@github.com:vasic-digital/caf-codex-skills.git	git@gitlab.com:vasic-digital/caf-codex-skills.git
conduit	git@github.com:lostintangent/conduit-release.git	git@github.com:vasic-digital/caf-conduit.git	git@gitlab.com:vasic-digital/caf-conduit.git
copilot-cli	git@github.com:github/copilot-cli.git	git@github.com:vasic-digital/caf-copilot-cli.git	git@gitlab.com:vasic-digital/caf-copilot-cli.git
crush	git@github.com:charmbracelet/crush.git	git@github.com:vasic-digital/caf-crush.git	git@gitlab.com:vasic-digital/caf-crush.git
deepseek-cli	git@github.com:holasoymalva/deepseek-cli.git	git@github.com:vasic-digital/caf-deepseek-cli.git	git@gitlab.com:vasic-digital/caf-deepseek-cli.git
deepseek-cli-youkpan	git@github.com:youkpan/deepseek-cli.git	git@github.com:vasic-digital/caf-deepseek-cli-youkpan.git	git@gitlab.com:vasic-digital/caf-deepseek-cli-youkpan.git
fauxpilot	git@github.com:fauxpilot/fauxpilot.git	git@github.com:vasic-digital/caf-fauxpilot.git	git@gitlab.com:vasic-digital/caf-fauxpilot.git
forge	git@github.com:antinomyhq/forge.git	git@github.com:vasic-digital/caf-forge.git	git@gitlab.com:vasic-digital/caf-forge.git
gemini-cli	git@github.com:google-gemini/gemini-cli.git	git@github.com:vasic-digital/caf-gemini-cli.git	git@gitlab.com:vasic-digital/caf-gemini-cli.git
get-shit-done	git@github.com:glittercowboy/get-shit-done.git	git@github.com:vasic-digital/caf-get-shit-done.git	git@gitlab.com:vasic-digital/caf-get-shit-done.git
git-mcp	git@github.com:idosal/git-mcp.git	git@github.com:vasic-digital/caf-git-mcp.git	git@gitlab.com:vasic-digital/caf-git-mcp.git
gpt-engineer	git@github.com:AntonOsika/gpt-engineer.git	git@github.com:vasic-digital/caf-gpt-engineer.git	git@gitlab.com:vasic-digital/caf-gpt-engineer.git
gptme	git@github.com:ErikBjare/gptme.git	git@github.com:vasic-digital/caf-gptme.git	git@gitlab.com:vasic-digital/caf-gptme.git
junie	git@github.com:JetBrains/junie.git	git@github.com:vasic-digital/caf-junie.git	git@gitlab.com:vasic-digital/caf-junie.git
mistral-code	git@github.com:Wylgrif/Mistral-code.git	git@github.com:vasic-digital/caf-mistral-code.git	git@gitlab.com:vasic-digital/caf-mistral-code.git
multiagent-coding	git@github.com:Danau5tin/multi-agent-coding-system.git	git@github.com:vasic-digital/caf-multiagent-coding.git	git@gitlab.com:vasic-digital/caf-multiagent-coding.git
nanocoder	git@github.com:Nano-Collective/nanocoder.git	git@github.com:vasic-digital/caf-nanocoder.git	git@gitlab.com:vasic-digital/caf-nanocoder.git
noi	git@github.com:lencx/Noi.git	git@github.com:vasic-digital/caf-noi.git	git@gitlab.com:vasic-digital/caf-noi.git
octogen	git@github.com:dbpunk-labs/octogen.git	git@github.com:vasic-digital/caf-octogen.git	git@gitlab.com:vasic-digital/caf-octogen.git
open-interpreter	git@github.com:KillianLucas/open-interpreter.git	git@github.com:vasic-digital/caf-open-interpreter.git	git@gitlab.com:vasic-digital/caf-open-interpreter.git
plandex	git@github.com:plandex-ai/plandex.git	git@github.com:vasic-digital/caf-plandex.git	git@gitlab.com:vasic-digital/caf-plandex.git
postgres-mcp	git@github.com:timescale/pg-aiguide.git	git@github.com:vasic-digital/caf-postgres-mcp.git	git@gitlab.com:vasic-digital/caf-postgres-mcp.git
qwen-code	git@github.com:QwenLM/qwen-code.git	git@github.com:vasic-digital/caf-qwen-code.git	git@gitlab.com:vasic-digital/caf-qwen-code.git
shai	git@github.com:ovh/shai.git	git@github.com:vasic-digital/caf-shai.git	git@gitlab.com:vasic-digital/caf-shai.git
snow-cli	git@github.com:MayDay-wpf/snow-cli.git	git@github.com:vasic-digital/caf-snow-cli.git	git@gitlab.com:vasic-digital/caf-snow-cli.git
swe-agent	git@github.com:princeton-nlp/SWE-agent.git	git@github.com:vasic-digital/caf-swe-agent.git	git@gitlab.com:vasic-digital/caf-swe-agent.git
taskweaver	git@github.com:microsoft/TaskWeaver.git	git@github.com:vasic-digital/caf-taskweaver.git	git@gitlab.com:vasic-digital/caf-taskweaver.git
ui-ux-pro-max	git@github.com:nextlevelbuilder/ui-ux-pro-max-skill.git	git@github.com:vasic-digital/caf-ui-ux-pro-max.git	git@gitlab.com:vasic-digital/caf-ui-ux-pro-max.git
vtcode	git@github.com:vinhnx/vtcode.git	git@github.com:vasic-digital/caf-vtcode.git	git@gitlab.com:vasic-digital/caf-vtcode.git
warp	git@github.com:warpdotdev/Warp.git	git@github.com:vasic-digital/caf-warp.git	git@gitlab.com:vasic-digital/caf-warp.git
x-cmd	git@github.com:x-cmd/x-cmd.git	git@github.com:vasic-digital/caf-x-cmd.git	git@gitlab.com:vasic-digital/caf-x-cmd.git
xela-cli	git@github.com:xelauvas/codeclau.git	git@github.com:vasic-digital/caf-xela-cli.git	git@gitlab.com:vasic-digital/caf-xela-cli.git
zeroshot	git@github.com:covibes/zeroshot.git	git@github.com:vasic-digital/caf-zeroshot.git	git@gitlab.com:vasic-digital/caf-zeroshot.git
cline	git@github.com:cline/cline.git	git@github.com:vasic-digital/caf-cline.git	git@gitlab.com:vasic-digital/caf-cline.git
codex	git@github.com:openai/codex.git	git@github.com:vasic-digital/caf-codex.git	git@gitlab.com:vasic-digital/caf-codex.git
spec-kit	git@github.com:github/spec-kit.git	git@github.com:vasic-digital/caf-spec-kit.git	git@gitlab.com:vasic-digital/caf-spec-kit.git
superset	git@github.com:superset-sh/superset.git	git@github.com:vasic-digital/caf-superset.git	git@gitlab.com:vasic-digital/caf-superset.git
